compound,rt,inchi
8phiC8SPC,7.9,"InChI=1S/C14H20O5S/c15-14(16)7-5-3-1-2-4-6-12-8-10-13(11-9-12)20(17,18)19/h8-11H,1-7H2,(H,15,16)(H,17,18,19)"
Naftifine,7.5,"InChI=1S/C21H21N/c1-22(16-8-11-18-9-3-2-4-10-18)17-20-14-7-13-19-12-5-6-15-21(19)20/h2-15H,16-17H2,1H3"
Uniconazole,11.8,"InChI=1S/C15H18ClN3O/c1-15(2,3)14(20)13(19-10-17-9-18-19)8-11-4-6-12(16)7-5-11/h4-10,14,20H,1-3H3"
Terbinafine,8.8,"InChI=1S/C21H25N/c1-21(2,3)15-8-5-9-16-22(4)17-19-13-10-12-18-11-6-7-14-20(18)19/h5-7,9-14H,16-17H2,1-4H3/b9-5+"
2-Phenylpiperidine-2-acetamide,4.0,"InChI=1S/C13H18N2O/c14-13(16)12(10-6-2-1-3-7-10)11-8-4-5-9-15-11/h1-3,6-7,11-12,15H,4-5,8-9H2,(H2,14,16)"
Nilotinib,8.2,"InChI=1S/C28H22F3N7O/c1-17-5-6-19(10-25(17)37-27-33-9-7-24(36-27)20-4-3-8-32-14-20)26(39)35-22-11-21(28(29,30)31)12-23(13-22)38-15-18(2)34-16-38/h3-16H,1-2H3,(H,35,39)(H,33,36,37)"
Eseroline,2.4,"InChI=1S/C13H18N2O/c1-13-6-7-14(2)12(13)15(3)11-5-4-9(16)8-10(11)13/h4-5,8,12,16H,6-7H2,1-3H3"
Letrozole,6.6,"InChI=1S/C17H11N5/c18-9-13-1-5-15(6-2-13)17(22-12-20-11-21-22)16-7-3-14(10-19)4-8-16/h1-8,11-12,17H"
Triphenylphosphine_oxide,9.4,"InChI=1S/C18H15OP/c19-20(16-10-4-1-5-11-16,17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H"
Tributylphosphine_oxide,11.0,"InChI=1S/C12H27OP/c1-4-7-10-14(13,11-8-5-2)12-9-6-3/h4-12H2,1-3H3"
2_6-Di-tert-butylpyridine,5.5,"InChI=1S/C13H21N/c1-12(2,3)10-8-7-9-11(14-10)13(4,5)6/h7-9H,1-6H3"
Butylisopropylamine,1.4,"InChI=1S/C7H17N/c1-4-5-6-8-7(2)3/h7-8H,4-6H2,1-3H3"
N-tert-Butylisopropylamine,1.3,"InChI=1S/C7H17N/c1-6(2)8-7(3,4)5/h6,8H,1-5H3"
Imatinib,5.8,"InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)"
Varenicline,2.7,"InChI=1S/C13H13N3/c1-2-16-13-5-11-9-3-8(6-14-7-9)10(11)4-12(13)15-1/h1-2,4-5,8-9,14H,3,6-7H2"
