compound,rt,inchi
Sphingomyelin_d18:1-C23:1,37.980000000000004,"InChI=1S/C46H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-28-30-32-34-36-38-40-46(50)47-44(43-54-55(51,52)53-42-41-48(3,4)5)45(49)39-37-35-33-31-29-27-19-17-15-13-11-9-7-2/h34,36-37,39,44-45,49H,6-33,35,38,40-43H2,1-5H3,(H-,47,50,51,52)/b36-34-,39-37+/t44-,45+/m1/s1"
Sphingomyelin_d18:0-C18:0,31.64,"InChI=1S/C41H85N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h39-40,44H,6-38H2,1-5H3,(H-,42,45,46,47)/t39-,40+/m1/s1"
Sphingomyelin_d18:0-C24:1,43.87,"InChI=1S/C47H95N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h35,37,45-46,50H,6-34,36,38-44H2,1-5H3,(H-,48,51,52,53)/b37-35-/t45-,46+/m1/s1"
Phosphatidylcholine_17:1-18:2,16.29,"InChI=1S/C43H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h24,26,29-32,41H,6-23,25,27-28,33-40H2,1-5H3/b26-24-,31-29-,32-30-"
Phosphatidylethanolamine_16:1-22:6,11.31,"InChI=1S/C43H72NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,24,26,29-32,41H,3-4,6,8-10,12,14-16,19,22-23,25,27-28,33-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,18-17-,21-20-,26-24-,31-29-,32-30-"
Phosphatidylcholine_18:3-18:2,11.19,"InChI=1S/C44H78NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h18,20,24-27,30-33,42H,6-17,19,21-23,28-29,34-41H2,1-5H3/b20-18-,26-24-,27-25-,32-30-,33-31-"
Phosphatidylcholine_alkyl_18:2-16:0,24.68,"InChI=1S/C42H82NO7P/c1-6-8-10-12-14-16-18-20-21-22-24-26-28-30-32-34-37-47-39-41(40-49-51(45,46)48-38-36-43(3,4)5)50-42(44)35-33-31-29-27-25-23-19-17-15-13-11-9-7-2/h22,24,28,30,41H,6-21,23,25-27,29,31-40H2,1-5H3/b24-22-,30-28-"
Phosphatidylcholine_16:1-18:3,10.47,"InChI=1S/C42H76NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h18,20,23,25,28-31,40H,6-17,19,21-22,24,26-27,32-39H2,1-5H3/b20-18-,25-23-,30-28-,31-29-"
Phosphatidylcholine_16:1-18:2,13.479999999999999,"InChI=1S/C42H78NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h23,25,28-31,40H,6-22,24,26-27,32-39H2,1-5H3/b25-23-,30-28-,31-29-"
Phosphatidylserine_19:0-22:6,27.029999999999998,"InChI=1S/C47H80NO10P/c1-3-5-7-9-11-13-15-17-19-21-22-23-25-27-29-31-33-35-37-39-46(50)58-43(41-56-59(53,54)57-42-44(48)47(51)52)40-55-45(49)38-36-34-32-30-28-26-24-20-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22-23,27,29,33,35,43-44H,3-4,6,8-10,12,14-16,18,20-21,24-26,28,30-32,34,36-42,48H2,1-2H3,(H,51,52)(H,53,54)/b7-5-,13-11-,19-17-,23-22-,29-27-,35-33-"
Sphingomyelin_d18:0-C20:0,41.0,"InChI=1S/C43H89N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-43(47)44-41(40-51-52(48,49)50-39-38-45(3,4)5)42(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h41-42,46H,6-40H2,1-5H3,(H-,44,47,48,49)/t41-,42+/m1/s1"
Phosphatidylcholine_16:1-22:6,10.76,"InChI=1S/C46H78NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23-24,27,29,32-35,44H,6-7,9,11-13,15,17-19,22,25-26,28,30-31,36-43H2,1-5H3/b10-8-,16-14-,21-20-,24-23-,29-27-,34-32-,35-33-"
Phosphatidylcholine_17:0-20:4,21.7,"InChI=1S/C45H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46(3,4)5)41-51-44(47)37-35-33-31-29-27-25-21-19-17-15-13-11-9-7-2/h16,18,22-23,26,28,32,34,43H,6-15,17,19-21,24-25,27,29-31,33,35-42H2,1-5H3/b18-16-,23-22-,28-26-,34-32-"
Sphingomyelin_d18:2-C22:0,38.169999999999995,"InChI=1S/C45H89N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-45(49)46-43(42-53-54(50,51)52-41-40-47(3,4)5)44(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h28,30,36,38,43-44,48H,6-27,29,31-35,37,39-42H2,1-5H3,(H-,46,49,50,51)/b30-28+,38-36+/t43-,44+/m1/s1"
Sphingomyelin_d18:1-C17:0,23.94,"InChI=1S/C40H81N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-40(44)41-38(37-48-49(45,46)47-36-35-42(3,4)5)39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h31,33,38-39,43H,6-30,32,34-37H2,1-5H3,(H-,41,44,45,46)/b33-31+/t38-,39+/m1/s1"
Sphingomyelin_d18:1-C16:0,19.990000000000002,"InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m1/s1"
Sphingomyelin_d18:1-C22:0,44.35,"InChI=1S/C45H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-45(49)46-43(42-53-54(50,51)52-41-40-47(3,4)5)44(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h36,38,43-44,48H,6-35,37,39-42H2,1-5H3,(H-,46,49,50,51)/b38-36+/t43-,44+/m1/s1"
Sphingomyelin_d18:1-C22:1,34.03,"InChI=1S/C45H89N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-45(49)46-43(42-53-54(50,51)52-41-40-47(3,4)5)44(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h33,35-36,38,43-44,48H,6-32,34,37,39-42H2,1-5H3,(H-,46,49,50,51)/b35-33-,38-36+/t43-,44+/m1/s1"
Phosphatidylcholine_17:0-18:2,23.68,"InChI=1S/C43H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h24,26,30,32,41H,6-23,25,27-29,31,33-40H2,1-5H3/b26-24-,32-30-"
Phosphatidylcholine_17:0-20:3,24.81,"InChI=1S/C45H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46(3,4)5)41-51-44(47)37-35-33-31-29-27-25-21-19-17-15-13-11-9-7-2/h22-23,26,28,32,34,43H,6-21,24-25,27,29-31,33,35-42H2,1-5H3/b23-22-,28-26-,34-32-"
Phosphatidylcholine_17:2-18:2,11.95,"InChI=1S/C43H78NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h23-26,29-32,41H,6-22,27-28,33-40H2,1-5H3/b25-23-,26-24-,31-29-,32-30-"
Sphingomyelin_d18:2-C23:0,43.21,"InChI=1S/C46H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-28-30-32-34-36-38-40-46(50)47-44(43-54-55(51,52)53-42-41-48(3,4)5)45(49)39-37-35-33-31-29-27-19-17-15-13-11-9-7-2/h29,31,37,39,44-45,49H,6-28,30,32-36,38,40-43H2,1-5H3,(H-,47,50,51,52)/b31-29+,39-37+/t44-,45+/m1/s1"
Phosphatidylethanolamine_17:0-22:6,21.279999999999998,"InChI=1S/C44H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45)40-50-43(46)36-34-32-30-28-26-24-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,25,27,31,33,42H,3-4,6,8-10,12,14-16,18,20,23-24,26,28-30,32,34-41,45H2,1-2H3,(H,48,49)/b7-5-,13-11-,19-17-,22-21-,27-25-,33-31-"
Phosphatidylethanolamine_17:0-20:4,23.040000000000003,"InChI=1S/C42H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43)38-48-41(44)34-32-30-28-26-24-22-18-16-14-12-10-8-6-4-2/h13,15,19-20,23,25,29,31,40H,3-12,14,16-18,21-22,24,26-28,30,32-39,43H2,1-2H3,(H,46,47)/b15-13-,20-19-,25-23-,31-29-"
Sphingomyelin_d18:1-C20:0,37.12,"InChI=1S/C43H87N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-43(47)44-41(40-51-52(48,49)50-39-38-45(3,4)5)42(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h34,36,41-42,46H,6-33,35,37-40H2,1-5H3,(H-,44,47,48,49)/b36-34+/t41-,42+/m1/s1"
Sphingomyelin_d18:1-C21:0,42.46,"InChI=1S/C44H89N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-26-28-30-32-34-36-38-44(48)45-42(41-52-53(49,50)51-40-39-46(3,4)5)43(47)37-35-33-31-29-27-25-19-17-15-13-11-9-7-2/h35,37,42-43,47H,6-34,36,38-41H2,1-5H3,(H-,45,48,49,50)/b37-35+/t42-,43+/m1/s1"
Sphingomyelin_d18:2-C16:0,13.46,"InChI=1S/C39H77N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h22,24,30,32,37-38,42H,6-21,23,25-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b24-22+,32-30+/t37-,38+/m1/s1"
Sphingomyelin_d18:1-C24:1,41.5,"InChI=1S/C47H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h35,37-38,40,45-46,50H,6-34,36,39,41-44H2,1-5H3,(H-,48,51,52,53)/b37-35-,40-38+/t45-,46+/m1/s1"
Sphingomyelin_d18:1-C24:0,48.309999999999995,"InChI=1S/C47H95N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h38,40,45-46,50H,6-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/b40-38+/t45-,46+/m1/s1"
Phosphatidylcholine_17:0-22:6,20.19,"InChI=1S/C47H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48(3,4)5)43-53-46(49)39-37-35-33-31-29-27-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,28,30,34,36,45H,6-7,9,11-13,15,17-19,21,23,26-27,29,31-33,35,37-44H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,30-28-,36-34-"
Phosphatidylcholine_16:0-15:0,23.37,"InChI=1S/C39H78NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-38(41)45-35-37(36-47-49(43,44)46-34-33-40(3,4)5)48-39(42)32-30-28-26-24-21-19-17-15-13-11-9-7-2/h37H,6-36H2,1-5H3"
Phosphatidylcholine_16:0-18:0,35.99,"InChI=1S/C42H84NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h40H,6-39H2,1-5H3"
Phosphatidylcholine_17:0-20:5,17.759999999999998,"InChI=1S/C45H80NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46(3,4)5)41-51-44(47)37-35-33-31-29-27-25-21-19-17-15-13-11-9-7-2/h10,12,16,18,22-23,26,28,32,34,43H,6-9,11,13-15,17,19-21,24-25,27,29-31,33,35-42H2,1-5H3/b12-10-,18-16-,23-22-,28-26-,34-32-"
Phosphatidylcholine_16:0-18:3,15.610000000000001,"InChI=1S/C42H78NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h18,20,23,25,29,31,40H,6-17,19,21-22,24,26-28,30,32-39H2,1-5H3/b20-18-,25-23-,31-29-"
Phosphatidylcholine_14:0-22:0,44.61,"InChI=1S/C44H88NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h42H,6-41H2,1-5H3"
Phosphatidylethanolamine_17:1-18:2,16.85,"InChI=1S/C40H74NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41)36-46-39(42)32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h21,23,26-29,38H,3-20,22,24-25,30-37,41H2,1-2H3,(H,44,45)/b23-21-,28-26-,29-27-"
Phosphatidylcholine_16:0-20:5,14.92,"InChI=1S/C44H78NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h10,12,16,18,21-22,25,27,31,33,42H,6-9,11,13-15,17,19-20,23-24,26,28-30,32,34-41H2,1-5H3/b12-10-,18-16-,22-21-,27-25-,33-31-"
Phosphatidylcholine_16:0-18:1,25.19,"InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h29,31,40H,6-28,30,32-39H2,1-5H3/b31-29-"
Phosphatidylcholine_16:0-22:4,22.82,"InChI=1S/C46H84NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h20-21,23-24,27,29,33,35,44H,6-19,22,25-26,28,30-32,34,36-43H2,1-5H3/b21-20-,24-23-,29-27-,35-33-"
Phosphatidylcholine_18:0-18:1,33.809999999999995,"InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h31,33,42H,6-30,32,34-41H2,1-5H3/b33-31-"
Phosphatidylethanolamine_18:0-16:0,36.96,"InChI=1S/C39H78NO8P/c1-3-5-7-9-11-13-15-17-18-20-21-23-25-27-29-31-38(41)45-35-37(36-47-49(43,44)46-34-33-40)48-39(42)32-30-28-26-24-22-19-16-14-12-10-8-6-4-2/h37H,3-36,40H2,1-2H3,(H,43,44)"
Phosphatidylethanolamine_18:0-20:3,30.36,"InChI=1S/C43H80NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h19-20,24,26,30,32,41H,3-18,21-23,25,27-29,31,33-40,44H2,1-2H3,(H,47,48)/b20-19-,26-24-,32-30-"
Phosphatidylcholine_17:1-18:1,21.720000000000002,"InChI=1S/C43H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h29-32,41H,6-28,33-40H2,1-5H3/b31-29-,32-30-"
Phosphatidylcholine_alkenyl_16:0-18:1,29.36,"InChI=1S/C42H82NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h29,31,34,37,41H,6-28,30,32-33,35-36,38-40H2,1-5H3/b31-29-,37-34+"
Phosphatidylcholine_18:0-18:3,23.61,"InChI=1S/C44H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h19,21,25,27,31,33,42H,6-18,20,22-24,26,28-30,32,34-41H2,1-5H3/b21-19-,27-25-,33-31-"
Phosphatidylcholine_18:0-18:2,27.41,"InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h25,27,31,33,42H,6-24,26,28-30,32,34-41H2,1-5H3/b27-25-,33-31-"
Phosphatidylethanolamine_18:0-18:1,35.059999999999995,"InChI=1S/C41H80NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h28,30,39H,3-27,29,31-38,42H2,1-2H3,(H,45,46)/b30-28-"
Phosphatidylcholine_18:1-18:2,18.88,"InChI=1S/C44H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h25,27,30-33,42H,6-24,26,28-29,34-41H2,1-5H3/b27-25-,32-30-,33-31-"
Phosphatidylcholine_alkyl_18:0-16:0,42.38,"InChI=1S/C42H86NO7P/c1-6-8-10-12-14-16-18-20-21-22-24-26-28-30-32-34-37-47-39-41(40-49-51(45,46)48-38-36-43(3,4)5)50-42(44)35-33-31-29-27-25-23-19-17-15-13-11-9-7-2/h41H,6-40H2,1-5H3"
Phosphatidylethanolamine_18:1-22:6,16.77,"InChI=1S/C45H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,31-34,43H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-30,35-42,46H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,22-21-,28-26-,33-31-,34-32-"
Phosphatidylcholine_18:0-20:5,21.720000000000002,"InChI=1S/C46H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h10,12,16,18,22-23,27,29,33,35,44H,6-9,11,13-15,17,19-21,24-26,28,30-32,34,36-43H2,1-5H3/b12-10-,18-16-,23-22-,29-27-,35-33-"
Phosphatidylcholine_18:0-20:3,29.529999999999998,"InChI=1S/C46H86NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h22-23,27,29,33,35,44H,6-21,24-26,28,30-32,34,36-43H2,1-5H3/b23-22-,29-27-,35-33-"
Phosphatidylcholine_18:0-20:2,34.49,"InChI=1S/C46H88NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h27,29,33,35,44H,6-26,28,30-32,34,36-43H2,1-5H3/b29-27-,35-33-"
Phosphatidylethanolamine_18:1-20:4,18.55,"InChI=1S/C43H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h13,15,19-20,24,26,29-32,41H,3-12,14,16-18,21-23,25,27-28,33-40,44H2,1-2H3,(H,47,48)/b15-13-,20-19-,26-24-,31-29-,32-30-"
Phosphatidylethanolamine_18:1-20:2,26.08,"InChI=1S/C43H80NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h24,26,29-32,41H,3-23,25,27-28,33-40,44H2,1-2H3,(H,47,48)/b26-24-,31-29-,32-30-"
Phosphatidylcholine_alkenyl_18:0-18:1,37.669999999999995,"InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h31,33,36,39,43H,6-30,32,34-35,37-38,40-42H2,1-5H3/b33-31-,39-36+"
Phosphatidylcholine_18:0-22:5,26.259999999999998,"InChI=1S/C48H86NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h14,16,20,22,24-25,29,31,35,37,46H,6-13,15,17-19,21,23,26-28,30,32-34,36,38-45H2,1-5H3/b16-14-,22-20-,25-24-,31-29-,37-35-"
Phosphatidylcholine_18:0-20:4,25.85,"InChI=1S/C46H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h16,18,22-23,27,29,33,35,44H,6-15,17,19-21,24-26,28,30-32,34,36-43H2,1-5H3/b18-16-,23-22-,29-27-,35-33-"
Phosphatidylcholine_18:1-18:1,24.39,"InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30-33,42H,6-29,34-41H2,1-5H3/b32-30-,33-31-"
Phosphatidylethanolamine_18:1-22:4,23.14,"InChI=1S/C45H80NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h17,19,21-22,26,28,31-34,43H,3-16,18,20,23-25,27,29-30,35-42,46H2,1-2H3,(H,49,50)/b19-17-,22-21-,28-26-,33-31-,34-32-"
Phosphatidylcholine_18:1-22:6,16.220000000000002,"InChI=1S/C48H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,29,31,34-37,46H,6-7,9,11-13,15,17-19,21,23,26-28,30,32-33,38-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,31-29-,36-34-,37-35-"
Phosphatidylcholine_22:0-20:4,43.940000000000005,"InChI=1S/C50H92NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h17,19,23,26,31,33,37,39,48H,6-16,18,20-22,24-25,27-30,32,34-36,38,40-47H2,1-5H3/b19-17-,26-23-,33-31-,39-37-"
Phosphatidylcholine_18:1-24:0,50.76,"InChI=1S/C50H98NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-29-31-33-35-37-39-41-43-50(53)59-48(47-58-60(54,55)57-45-44-51(3,4)5)46-56-49(52)42-40-38-36-34-32-30-28-21-19-17-15-13-11-9-7-2/h36,38,48H,6-35,37,39-47H2,1-5H3/b38-36-"
Phosphatidylcholine_18:0-22:6,23.779999999999998,"InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,29,31,35,37,46H,6-7,9,11-13,15,17-19,21,23,26-28,30,32-34,36,38-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,31-29-,37-35-"
