compound_name,retention_time,smiles,split_index
"3-Glu-3,4',7-trihydroxyisoflavanone",3.56,OCC1OC(OC2=C(O)C=CC(=C2)C3COC4=C(C=CC(O)=C4)C3=O)C(O)C(O)C1O,1
Myricetin-3-O-galactoside,3.64,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O,1
"Quercetin 3,7-di-O-alpha-L-rhamnopyranoside",3.67,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(OC4OC(C)C(O)C(O)C4O)C=C(O)C13)C5=CC=C(O)C(O)=C5,1
3-hydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one,8.56,O=C1C(O)=C(OC2=CC=CC=C12)C3=CC=C(O)C=C3,2
Diosmetin,6.78,O=C1C=C(OC2=CC(O)=CC(O)=C12)C3=CC=C(OC)C(O)=C3,1
Apiin,4.71,O=C1C=C(OC2=CC(OC3OC(CO)C(O)C(O)C3OC4OCC(O)(CO)C4O)=CC(O)=C12)C5=CC=C(O)C=C5,1
Luteolin-8-C-glucoside,3.7,O=C1C=C(OC2=C1C(O)=CC(O)=C2C3OC(CO)C(O)C(O)C3O)C4=CC=C(O)C(O)=C4,1
(2S)-Liquiritigenin,5.3,O=C1C=2C=CC(O)=CC2OC(C3=CC=C(O)C=C3)C1,1
Pinocembrin,7.47,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC=CC=C3)C1,1
Epigallocatechin,2.49,OC1=CC(O)=C2C(OC(C3=CC(O)=C(O)C(O)=C3)C(O)C2)=C1,1
"6,7-Dihydroxycoumarin-6-glucoside",2.87,O=C1OC2=CC(O)=C(OC3OC(CO)C(O)C(O)C3O)C=C2C=C1,1
"6,7-Dihydroxycoumarin",2.87,O=C1OC=2C=C(O)C(O)=CC2C=C1,1
3-O-p-Coumaroylquinic acid,3.08,O=C(OC1CC(O)(C(=O)O)CC(O)C1O)C=CC2=CC=C(O)C=C2,1
Procyanidin C1,3.46,OC1=CC(O)=C2C(OC(C=3C=CC(O)=C(O)C3)C(O)C2C=4C(O)=CC(O)=C5C4OC(C=6C=CC(O)=C(O)C6)C(O)C5C7=C(O)C=C(O)C8=C7OC(C=9C=CC(O)=C(O)C9)C(O)C8)=C1,2
N-Acetylleucine,3.81,O=C(O)C(NC(=O)C)CC(C)C,1
"isorhamnetin-3-glucoside-4'-glucoside (Isorhamnetin 3,4'-diglucoside)",3.23,COC1=C(OC2OC(CO)C(O)C(O)C2O)C=CC(=C1)C3=C(OC4OC(CO)C(O)C(O)C4O)C(=O)C5=C(O)C=C(O)C=C5O3,1
"7,4'-Dihydroxyflavone",7.38,O=C1C=C(OC=2C=C(O)C=CC12)C3=CC=C(O)C=C3,1
Caffeyl alcohol,3.18,OCC=CC1=CC=C(O)C(O)=C1,1
Phloretin-2'-O-glucoside,4.73,OCC1OC(OC2=CC(O)=CC(O)=C2C(=O)CCC3=CC=C(O)C=C3)C(O)C(O)C1O,1
Ginsenoside Rb1,5.88,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3CCC4(C)C3C(O)CC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(C)(C)C6CCC45C,3
Saikosaponin C,6.29,CC1OC(OC2C(COC3OC(CO)C(O)C(O)C3O)OC(OC4CCC5(C)C(CCC6(C)C5C=CC7=C8CC(C)(C)CCC8(CO)C(O)CC67C)C4(C)C)C(O)C2O)C(O)C(O)C1O,3
Hederacoside C,5.38,CC1OC(OC2C(O)C(O)C(OCC3OC(OC(=O)C45CCC(C)(C)CC4C6=CCC7C8(C)CCC(OC9OCC(O)C(O)C9OC%10OC(C)C(O)C(O)C%10O)C(C)(CO)C8CCC7(C)C6(C)CC5)C(O)C(O)C3O)OC2CO)C(O)C(O)C1O,3
5(S)-5-carboxystrictosidine,4.13,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(C=C)C1CC3NC(CC4=C3NC5=C4C=CC=C5)C(O)=O,3
Thalsimine,4.25,COC1=CC=C2CC3N(C)CCC4=C3C(OC5=CC6=C(CCN=C6CC7=CC=C(OC1=C2)C=C7)C=C5OC)=C(OC)C(OC)=C4OC,3
"3,4,5-Trihydroxystilbene",5.0,OC1=CC=C(C=CC2=CC(O)=CC(O)=C2)C=C1,3
(-)-B-Hydrastine,4.21,COC1=C(OC)C2=C(C=C1)C(OC2=O)C3N(C)CCC4=C3C=C5OCOC5=C4,3
Paeonol,6.57,COC1=CC=C(C(C)=O)C(O)=C1,3
Seco-isolariciresinol diglucoside,3.67,COC1=C(O)C=CC(CC(COC2OC(CO)C(O)C(O)C2O)C(COC3OC(CO)C(O)C(O)C3O)CC4=CC(OC)=C(O)C=C4)=C1,3
Jusmicranthin ethyl ether,8.82,CCOC1OC(=O)C2=C1C(C3=CC4=C(OCO4)C=C3)=C5C6=C(OCO6)C=CC5=C2,3
Carbazochrome sulfonate,2.69,CN1C(CC2=CC(=NNC(O)=N)C(=O)C=C12)S(O)(=O)=O,3
Gramine,3.06,CN(C)CC1=CNC2=CC=CC=C12,3
Kaempferol-3-O-robinoside-7-O-rhamnoside,3.55,CC1OC(OCC2OC(OC3=C(OC4=C(C(O)=CC(OC5OC(C)C(O)C(O)C5O)=C4)C3=O)C6=CC=C(O)C=C6)C(O)C(O)C2O)C(O)C(O)C1O,3
Kaempferol-3-O-galactoside-6''-rhamnoside-3'''-rha,3.98,CC1OC(OC2C(O)C(C)OC(OCC3OC(OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C6=CC=C(O)C=C6)C(O)C(O)C3O)C2O)C(O)C(O)C1O,3
Dihydrokaempferol,4.8,OC1C(OC2=CC(O)=CC(O)=C2C1=O)C3=CC=C(O)C=C3,3
Diosmetin-7-O-neohesperidoside,4.47,COC1=CC=C(C=C1O)C2=CC(=O)C3=C(O)C=C(OC4OC(CO)C(O)C(O)C4OC5OC(C)C(O)C(O)C5O)C=C3O2,3
Eriodictyol-7-O-neohesperidoside,4.04,CC1OC(OC2C(O)C(O)C(CO)OC2OC3=CC4=C(C(=O)CC(O4)C5=CC=C(O)C(O)=C5)C(O)=C3)C(O)C(O)C1O,3
Eriodictyol-7-O-rutinoside,3.92,CC1OC(OCC2OC(OC3=CC4=C(C(=O)CC(O4)C5=CC(O)=C(O)C=C5)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O,3
Epigallocatechin-3-gallate,3.46,OC1=CC(O)=C2CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC2=C1)C4=CC(O)=C(O)C(O)=C4,3
"7,8-Dihydroxycoumarin",3.65,OC1=C(O)C2=C(C=CC(=O)O2)C=C1,3
p-Coumaraldehyde,4.53,OC1=CC=C(C=CC=O)C=C1,3
Norharman,3.48,N1C2=C(C=CC=C2)C3=C1C=NC=C3,3
Bufalin,6.99,CC12CCC3C(CCC4CC(O)CCC34C)C1(O)CCC2C5=COC(=O)C=C5,3
Silychrystin,4.96,COC1=C(O)C=CC(=C1)C2OC3=C(C=C(C=C3O)C4OC5=C(C(O)=CC(O)=C5)C(=O)C4O)C2CO,3
"Peonidin-3,5-O-di-beta-glucoside",2.79,COC1=C(O)C=CC(=C1)C2=C(OC3OC(CO)C(O)C(O)C3O)C=C4C(OC5OC(CO)C(O)C(O)C5O)=CC(O)=CC4=[O+]2,3
"Malvidin-3,5-di-O-glucoside",2.81,COC1=CC(=CC(OC)=C1O)C2=C(OC3OC(CO)C(O)C(O)C3O)C=C4C(OC5OC(CO)C(O)C(O)C5O)=CC(O)=CC4=[O+]2,3
Petunidin-3-O-beta-glucoside,3.21,COC1=CC(=CC(O)=C1O)C2=[O+]C3=C(C=C2OC4OC(CO)C(O)C(O)C4O)C(O)=CC(O)=C3,3
Indole-3-acetyl-L-alanine,4.55,CC(NC(=O)CC1=CNC2=C1C=CC=C2)C(O)=O,3
Speciosine,5.03,COC1=C(OC)C(OC)=C2C(CCC(N(C)CC3=C(O)C=CC=C3)C4=CC(=O)C(OC)=CC=C24)=C1,3
Tubotaiwine,4.92,CCC1C2N3CCC24C(NC5=C4C=CC=C5)=C(C1CC3)C(=O)OC,3
Ethylrhoeagenine,5.15,CCOC1OC2C(N(C)CCC3=C2C=C4OCOC4=C3)C5=C1C6=C(OCO6)C=C5,3
Desoxypeganine,2.8,C1CN2CC3=C(C=CC=C3)N=C2C1,3
Vasicine,2.55,OC1CCN2CC3=C(C=CC=C3)N=C12,3
Chelerythrine,5.3,COC1=C(OC)C2=C(C=C1)C3=C(C4=C(C=C3)C=C5OCOC5=C4)[N+](C)=C2,3
Protopine,4.36,CN1CCC2=CC3=C(OCO3)C=C2C(=O)CC4=C(C1)C5=C(OCO5)C=C4,3
Convolvamine,3.95,COC1=C(OC)C=C(C=C1)C(=O)OC2CC3CCC(C2)N3C,3
Hydroxygardnutine,3.6,COC1=CC=C2C(NC3=C2C4OCC5C4N6CC(=CCO)C5CC36)=C1,3
Voacristine,4.61,COC(=O)C12CC3CC(C(C)O)C1N(C3)CCC4=C2NC5=CC=C(OC)C=C45,3
Harmane,3.7,CC1=NC=CC2=C1NC3=C2C=CC=C3,3
"14,15-Dehydro-16-epi-vincamine",4.26,CCC12CC(O)(N3C4=CC=CC=C4C5=C3C1N(CC5)CC=C2)C(=O)OC,3
7-Hydroxymitragynine,4.26,CCC1CN2CCC3(O)C(=NC4=C3C(OC)=CC=C4)C2CC1C(=COC)C(=O)OC,3
Quinidine,3.31,COC1=CC=C2N=CC=C(C(O)C3CC4CCN3CC4C=C)C2=C1,3
Pseudocopsinine,4.24,COC(=O)C1CC23CCCN4CCC5(C24)C6=CC=CC=C6NC15C3C,3
DL-Coniine,2.78,CCCC1CCCCN1,3
Seneciphyllin,3.45,CC=C1CC(=C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,3
Karakoline,2.89,CCN1CC2(C)CCC(O)C34C5CC6C(O)C5C(O)(CC6OC)C(CC23)C14,3
Acetylaconitine,6.17,CCN1CC2(COC)C3C(OC)C4C1C3(C5CC6(O)C(OC(=O)C7=CC=CC=C7)C5C4(OC(C)=O)C(O)C6OC)C(CC2OC(C)=O)OC,3
Petiline,4.95,CC(C1CCC2C3CC(=O)C4CC(O)CCC4(C)C3CCC12C)C5=NCC(C)CC5,3
Licoricesaponin G2,6.36,O=C(O)C1OC(OC2C(OC(C(=O)O)C(O)C2O)OC3CCC4(C)C5C(=O)C=C6C7CC(C(=O)O)(C)CCC7(C)CCC6(C)C5(C)CCC4C3(C)CO)C(O)C(O)C1O,3
alpha-Chaconine,5.01,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6N7CC(C)CCC7C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1OC9OC(C)C(O)C(O)C9O,3
FA 18:3+1O,9.14,O=C(O)CCCCCCCC1OC1CC=CCC=CCC,3
FA 18:3+1O,10.13,O=C(O)CCCCCCCC(=O)C=CC=CCCCCC,3
Amino-nitro-toluene,2.34,O=[N+]([O-])C=1C=CC(=C(N)C1)C,3
"Isoflavone base + 2O, 1MeO",5.3,O=C1C(=COC=2C=C(O)C(OC)=CC12)C3=CC=C(O)C=C3,3
Biochanin-7-O-glucoside,5.73,O=C1C(=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)C4=CC=C(OC)C=C4,3
Kaempferol-3-O-glucoside-3''-rhamnoside,4.15,O=C1C(OC2OC(CO)C(O)C(OC3OC(C)C(O)C(O)C3O)C2O)=C(OC=4C=C(O)C=C(O)C14)C5=CC=C(O)C=C5,3
Plantaginin,4.07,O=C1C=C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=C(O)C(O)=C12)C4=CC=C(O)C=C4,3
Luteolin-4'-O-glucoside,4.45,OCC1OC(OC2=CC=C(C=C2O)C3=CC(=O)C4=C(O)C=C(O)C=C4O3)C(O)C(O)C1O,3
Apigenin 6-C-glucoside 8-C-arabinoside,3.55,O=C1C=C(OC=2C1=C(O)C(=C(O)C2C3OC(CO)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C5=CC=C(O)C=C5,3
"Flavanone base + 3O, 1MeO",6.04,O=C1C2=C(O)C=C(O)C=C2OC(C=3C=CC(OC)=C(O)C3)C1,3
Naringenin,5.95,OC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(O)C=C3O,3
Sakuranetin,7.42,O=C1C=2C(O)=CC(OC)=CC2OC(C3=CC=C(O)C=C3)C1,3
Arachidonic acid (not validated),7.39,O=C(O)CCCC=CCC=CCC=CCC=CCCCCC,3
"Threonylleucine (isomer of 809, 925)",2.41,O=C(O)C(NC(=O)C(N)C(O)C)CC(C)C,3
Isoleucylvaline,2.55,O=C(O)C(NC(=O)C(N)C(C)CC)C(C)C,3
Alanylphenylalanine,2.84,O=C(O)C(NC(=O)C(N)C)CC1=CC=CC=C1,3
Phenylalanylisoleucine (isomer of 1329),3.79,O=C(O)C(NC(=O)C(N)CC1=CC=CC=C1)C(C)CC,3
Leucylalanine,2.02,O=C(O)C(NC(=O)C(N)CC(C)C)C,3
Isoleucylserine,1.8,O=C(O)C(NC(=O)C(N)C(C)CC)CO,3
Coumestan base + 2O,5.97,O=C1OC=2C=C(O)C=CC2C=3OC=4C=C(O)C=CC4C13,3
Scoparone,5.0,O=C1OC2=CC(OC)=C(OC)C=C2C=C1,3
"2',4,4'-Trihydroxychalcone",6.43,O=C(C=CC1=CC=C(O)C=C1)C=2C=CC(O)=CC2O,3
Methoxytyramine,2.06,OC=1C=CC(=CC1OC)CCN,3
Isoleucine,1.94,O=C(O)C(N)C(C)CC,3
Aminobenzoyl-glutamate,3.22,O=C(O)CCC(NC(=O)C1=CC=C(N)C=C1)C(=O)O,3
Cyclo(leucylprolyl),4.03,O=C1NC(C(=O)N2CCCC12)CC(C)C,3
Quercetin-3-O-xyloside,4.17,OC1COC(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C4=CC=C(O)C(O)=C4)C(O)C1O,3
Okanin-4'-O-glucoside,4.1,OCC1OC(OC2=C(O)C(O)=C(C=C2)C(=O)C=CC3=CC(O)=C(O)C=C3)C(O)C(O)C1O,3
Peonidin-3-O-beta-galactoside,3.12,COC1=CC(=CC=C1O)C2=C(OC3OC(CO)C(O)C(O)C3O)C=C4C(O)=CC(O)=CC4=[O+]2,3
Rhoeadine,4.65,COC1OC2C(N(C)CCC3=C2C=C4OCOC4=C3)C5=C1C6=C(OCO6)C=C5,3
Ginsenoside Rh2 (S-FORM),9.84,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC23C,3
Ginsenoside Rg3(S-FORM),8.2,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)C(C)(C)C4CCC23C,3
[6]-Gingerol,7.45,CCCCCC(O)CC(=O)CCC1=CC=C(O)C(OC)=C1,3
Lariciresinol,4.96,COC1=CC(CC2COC(C2CO)C3=CC(OC)=C(O)C=C3)=CC=C1O,3
Loganin,3.36,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C(C)C(O)CC13,3
(2R)-2-Hydroxy-2-phenethylglucosinolate,2.71,OCC1OC(SC(CC(O)C2=CC=CC=C2)=NOS(O)(=O)=O)C(O)C(O)C1O,3
Kaempferol-3-O-arabinoside,4.47,OC1COC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC=C(O)C=C4)C(O)C1O,3
2-Methoxycinnamic acid,6.12,COC1=C(C=CC(O)=O)C=CC=C1,3
Cyanidine-3-O-sambubioside,2.88,OCC1OC(OC2=C([O+]=C3C=C([O-])C=C([O-])C3=C2)C4=CC(O)=C(O)C=C4)C(OC5OCC(O)C(O)C5O)C(O)C1O,3
Cyanidin-3-O-rutinoside,2.94,CC1OC(OCC2OC(OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C5=CC=C(O)C(O)=C5)C(O)C(O)C2O)C(O)C(O)C1O,3
Isobavachin,8.93,O=C1C=2C=CC(O)=C(C2OC(C3=CC=C(O)C=C3)C1)CC=C(C)C,3
"FA 18:1+1O (9,10-epoxyoctadecanoic acid)",10.3,O=C(O)CCCCCCCC1OC1CCCCCCCC,3
Glutaric acid,2.53,O=C(O)CCCC(=O)O,3
Glucoraphanin,1.74,O=S(C)CCCCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,3
Kaempferol,6.02,O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C3=CC=C(O)C=C3,3
Datiscetin-3-O-rutinoside,4.1,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C5=CC=CC=C5O,3
Soyasapogenol E base + O-Hex-HexA,7.84,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(=O)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C1O,4
Soyasapogenol E base + O-HexA-Hex-dHex,7.62,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(=O)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC7OC(CO)C(O)C(O)C7OC8OC(C)C(O)C(O)C8O)C(O)C1O,4
Soyasapogenol E base + O-HexA-Hex-Hex,7.49,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(=O)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(O)C1O,4
"Soyasapogenol B base + O-HexA-Pen-dHex, O-C6H7O3(DDMP)",7.79,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(OC7OC(=C(O)C(=O)C7)C)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC8OCC(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(O)C1O,4
"Soyasapogenol B base + O-HexA-Hex-Pen, O-dHex",5.56,CC1OC(OC2CC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(C(O)C(O)C7OC8OC(CO)C(O)C(O)C8OC9OCC(O)C(O)C9O)C(O)=O)C(C)(CO)C6CCC5(C)C4(C)CCC23C)C(O)C(O)C1O,4
"Soyasapogenol B base + O-HexA-Hex-Pen, O-C6H7O3(DDMP)",7.68,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(OC7OC(=C(O)C(=O)C7)C)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC8OC(CO)C(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(O)C1O,4
Soyasapogenol B base + O-HexA-Pen,7.44,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(O)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC7OCC(O)C(O)C7O)C(O)C1O,4
Soyasapogenol B base + O-HexA-Pen-dHex,7.28,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CC(O)C6(C)CCC54C)C2(C)CO)C(OC7OCC(O)C(O)C7OC8OC(C)C(O)C(O)C8O)C(O)C1O,4
Soyasapogenol B base + O-HexA-Hex-Pen,5.73,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CC(O)C6(C)CCC54C)C2(C)CO)C(OC7OC(CO)C(O)C(O)C7OC8OCC(O)C(O)C8O)C(O)C1O,4
Soyasapogenol B base + O-HexA-HexA-dHex,7.06,CC1OC(OC2C(O)C(O)C(OC2OC3C(O)C(O)C(OC3OC4CCC5(C)C(CCC6(C)C5CC=C7C8CC(C)(C)CC(O)C8(C)CCC67C)C4(C)CO)C(O)=O)C(O)=O)C(O)C(O)C1O,4
"Soyasapogenol B base + O-HexA, Hex, dHex, 1malonyl",6.73,O=C(O)CC(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC7OC(CO)C(O)C(O)C7OC8OC(C)C(O)C(O)C8O)C(C)(CO)C5CCC4(C)C3(C)CCC12C,4
Soyasapogenol B base + O-HexA-HexA-Hex+Me+Acetyl,7.33,COC1C(O)C(OC2C(O)C(O)C(OC2OC3C(O)C(O)C(OC3OC4CCC5(C)C(CCC6(C)C5CC=C7C8CC(C)(C)CC(O)C8(C)CCC67C)C4(C)CO)C(O)=O)C(O)=O)OC(CO)C1OC(C)=O,4
Soyasapogenol B base + O-HexA-dHex-dHex-Pen,5.86,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(OC7OC(C)C(O)C(O)C7O)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC8OCC(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(O)C1O,4
"Soyasapogenol B base + O-HexA-pen-Hex, O-Hex",5.5,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(O)=O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C)CC1OC9OCC(O)C(O)C9O,4
"Soyasapogenol B base + O-HexA-HexA-dHex, O-C6H7O3(DDMP)",7.66,O=C(O)C1OC(OC2C(OC(C(=O)O)C(O)C2O)OC3CCC4(C)C5CC=C6C7CC(C)(C)CC(OC8OC(=C(O)C(=O)C8)C)C7(C)CCC6(C)C5(C)CCC4C3(C)CO)C(OC9OC(C)C(O)C(O)C9O)C(O)C1O,4
"Soyasapogenol B base + O-dHex, O-HexA-HexA-dHex",5.68,CC1OC(OC2CC3(C)CCC4(C)C(=CCC5C6(C)CCC(OC7OC(C(O)C(O)C7OC8OC(C(O)C(O)C8OC9OC(C)C(O)C(O)C9O)C(O)=O)C(O)=O)C(C)(CO)C6CCC45C)C3CC2(C)C)C(O)C(O)C1O,4
Soyasapogenol A base + O-HexA-Hex-Hex,5.81,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(O)=O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(O)C1O,4
"Soyasapogenol A base + O-HexA-Hex-Hex, O-Pen-4AcetylHex",6.26,CC(=O)OCC1OC(OC2C(O)COC(OC3C(O)C(C)(C)CC4C5=CCC6C7(C)CCC(OC8OC(C(O)C(O)C8OC9OC(CO)C(O)C(O)C9OC%10OC(CO)C(O)C(O)C%10O)C(O)=O)C(C)(CO)C7CCC6(C)C5(C)CCC34C)C2O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,4
Soyasapogenol B base + O-HexA-dHex-Pen,7.85,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CC(=O)C6(C)CCC5(C)C4(C)CCC3C2(C)CO)C(OC7OCC(O)C(O)C7OC8OC(C)C(O)C(O)C8O)C(O)C1O,4
"Oleanane -2H, +2O, 1COOH, O-HexA-HexA",6.15,O=C(O)C1OC(OC2C(OC(C(=O)O)C(O)C2O)OC3CCC4(C)C5CC=C6C7CC(C(=O)O)(C)CCC7(C)CCC6(C)C5(C)CCC4C3(C)CO)C(O)C(O)C1O,4
"Oleanane -2H, + 2O, 1COOH, O-Hex-Pen, O-Hex",6.06,O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(C)(C)CC2C4=CCC5C6(C)CCC(OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(C)(C)C6CCC5(C)C4(C)CC3O,4
Soyasapogenol B base + O-HexA+HexA+dHex,7.57,O=C(O)C1OC(OC2C(OC(C(=O)O)C(O)C2O)OC3CCC4(C)C5C=CC6=C7CC(C)(C)CC(O)C7(C)CCC6(C)C5(C)CCC4C3(C)CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C1O,4
"Oleanane -4H, + 2O",10.4,OCC1(C)C(O)CCC2(C)C3CC=C4C5CC(C=CC5(C)CCC4(C)C3(C)CCC12)(C)C,4
Medicagenic acid base + O-Hex-Malonylate,7.45,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C5CCC34C)C(=O)OC6OC(COC(=O)CC(O)=O)C(O)C(O)C6O)C2C1)C(O)=O,4
Hederagenin base + O-HexA-Hex,7.55,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)O)CCC5(C)C4(C)CCC3C2(C)CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C1O,4
Hederagenin base + O-dHex-Hex-Hex,6.92,O=C(O)C12CCC(C)(C)CC1C3=CCC4C5(C)CCC(OC6OC(C)C(O)C(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7O)C6O)C(C)(CO)C5CCC4(C)C3(C)CC2,4
"Oleanane -4H, +2O, 1COOH, O-HexA, HexA",6.65,O=C(O)C1OC(OC2C(OC(C(=O)O)C(O)C2O)OC3CCC4(C)C5C(=O)C=C6C7CC(C(=O)O)(C)CCC7(C)CCC6(C)C5(C)CCC4C3(C)C)C(O)C(O)C1O,4
Bayogenin base + O-Hex-Hex,7.01,O=C(O)C12CCC(C)(C)CC1C3=CCC4C5(C)CC(O)C(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CC2,4
"Oleanane -2H, +1O, 1COOH, O-HexA-HexA",6.45,O=C(O)C1OC(OC2C(OC(C(=O)O)C(O)C2O)OC3CCC4(C)C(CCC5(C)C4CC=C6C7CC(C(=O)O)(C)CCC7(C)CCC65C)C3(C)C)C(O)C(O)C1O,4
"Soyasapogenol B base + O-DDMP, O-HexA-HexA",7.96,CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(C(O)C(O)C7OC8OC(C(O)C(O)C8O)C(O)=O)C(O)=O)C(C)(CO)C6CCC5(C)C4(C)CCC23C)O1,4
Hexose + C11H12O4,3.84,O=CCC1C(=COC(OC2OC(CO)C(O)C(O)C2O)C1C=C)C(=O)OC,4
Trisaccharides (Hex-Hex-AcetylHexA),5.48,O=C(O)C1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C(OC3OC(CO)C(O)C(O)C3O)C1OC(=O)C,4
"Spirostane -2H, + 1O, O-Pen-dHex",8.57,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)C(OC7OCC(O)C(O)C7OC8OC(C)C(O)C(O)C8O)C1,4
"Spirostane -2H, + 1O, O-Hex-dHex, C6H9O4",7.38,O=C(O)CC(O)(C)CC(=O)OCC1COC2(OC3CC4C5CC=C6CC(OC7OC(CO)C(O)C(O)C7OC8OC(C)C(O)C(O)C8O)CCC6(C)C5CCC4(C)C3C2C)CC1,4
"Spirostane -2H, + 1O, O-Hex-dHex-dHex",5.71,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OC(O)C(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1OC9OC(C)C(O)C(O)C9O,4
"Spirostane -2H, + 2O, O-Hex-dHex-dHex",5.61,OCC1OC(OC2CC3=CCC4C(CC(O)C5(C)C4CC6OC7(OC(O)C(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1OC9OC(C)C(O)C(O)C9O,4
